shop_name,stylebox_shop_id,shop_url,product_url,product_name,original_price,imgs,scrape_date,discounted_price,review,size,color,description_1,description_2,rating
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61034/,Vintas Earth - Low Top - Goat,450.000 VND,"['https://ananas.vn/wp-content/uploads/pro_vintas_A61034_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61034_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61034_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61034_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61034_3.jpg']",2022-08-02 15:41:02.302345,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a6t002/,Track 6 Triple White - Low Top - White,990.000 VND,"['https://ananas.vn/wp-content/uploads/pro_track6_A6T002_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_9.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_10.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_8.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_7.jpg', 'https://ananas.vn/wp-content/uploads/pro_track6_A6T002_1.jpg']",2022-08-02 15:41:03.227684,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61093/,Urbas Corluray - High Top - Mouse,510.000 VND,"['https://ananas.vn/wp-content/uploads/pro_A61093_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_8.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_9.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_7.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61093_1_1.jpg']",2022-08-02 15:41:04.152124,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61105/,Urbas Irrelevant - Low Top - Antarctica/Red Orange,430.000 VND,"['https://ananas.vn/wp-content/uploads/pro_A61105_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61105_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61105_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61105_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61105_4.jpg']",2022-08-02 15:41:05.141394,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/alb008/,Blank Shoelaces - Black,35.000 VND,"['https://ananas.vn/wp-content/uploads/pro_ALB008_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_ALB008_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_ALB008_2.jpg']",2022-08-02 15:41:05.868260,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/asw0011/,Ananas Typo Sweatshirt - White,480.000 VND,"['https://ananas.vn/wp-content/uploads/pro_sweater_ASW0011_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_sweater_ASW0011_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_sweater_ASW0011_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_sweater_ASW0011_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_sweater_ASW0011_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_sweater_ASW0011_1.jpg']",2022-08-02 15:41:06.371137,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61070/,Basas Bumper Gum - Low Top - Black/Gum,350.000 VND,"['https://ananas.vn/wp-content/uploads/pro_basas_A61070_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61070_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61070_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61070_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61070_1.jpg']",2022-08-02 15:41:07.274281,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/av00065/,Basas Bumper Gum NE - Low Top - Black/Gum,520.000 VND,"['https://ananas.vn/wp-content/uploads/Pro_AV00065_4.jpg', 'https://ananas.vn/wp-content/uploads/Pro_AV00065_5.jpg', 'https://ananas.vn/wp-content/uploads/Pro_AV00065_2.jpg', 'https://ananas.vn/wp-content/uploads/Pro_AV00065_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00065_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00065_7.jpg', 'https://ananas.vn/wp-content/uploads/Pro_AV00065_3.jpg']",2022-08-02 15:41:08.138253,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/av00010/,Basas Hook N'Loop NE - Mule - White,520.000 VND,"['https://ananas.vn/wp-content/uploads/pro_AV00010_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00010_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00010_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00010_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00010_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00010_3.jpg']",2022-08-02 15:41:10.019865,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/av00012/,Basas Bumper Gum NE - Mule - Offwhite/Gum,520.000 VND,"['https://ananas.vn/wp-content/uploads/pro_AV00012_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00012_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00012_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00012_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00012_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00012_5.jpg']",2022-08-02 15:41:11.086328,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/aho0007/,Ananas Typo Logo Hoodie - Black,500.000 VND,"['https://ananas.vn/wp-content/uploads/pro_hoodie_AHO0007_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_hoodie_AHO0007_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_hoodie_AHO0007_7.jpg', 'https://ananas.vn/wp-content/uploads/pro_hoodie_AHO0007_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_hoodie_AHO0007_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_hoodie_AHO0007_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_hoodie_AHO0007_1.jpg']",2022-08-02 15:41:11.606140,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/aas003/,Anklet Socks - Ananas Typo - Mimosa,85.000 VND,"['https://ananas.vn/wp-content/uploads/bs01583-1.jpg', 'https://ananas.vn/wp-content/uploads/bs01070-1.jpg', 'https://ananas.vn/wp-content/uploads/pro_sock_AAS003_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_sock_AAS003_2.jpg']",2022-08-02 15:41:12.654675,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/abt00010/,Basic Tee - Ananas Cropped Symbol - Old Gold,269.000 VND,"['https://ananas.vn/wp-content/uploads/pro_basictee_ABT00011_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_basictee_ABT00011_2.jpg']",2022-08-02 15:41:13.125241,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/agt0006/,Hiphop Graphic Tee - Outline Typo - Black,350.000 VND,"['https://ananas.vn/wp-content/uploads/AGT0006_3.jpg', 'https://ananas.vn/wp-content/uploads/AGT0006_5.jpg', 'https://ananas.vn/wp-content/uploads/AGT0006_4.jpg', 'https://ananas.vn/wp-content/uploads/AGt0006_2.jpg']",2022-08-02 15:41:13.582316,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/av00128/,Urbas Retrospective - Low Top - Popular Blue,650.000 VND,"['https://ananas.vn/wp-content/uploads/Pro_AV00128_1.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00128_2.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00128_4.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00128_6.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00128_3.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00128_5.jpeg']",2022-08-02 15:41:14.508043,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61000/,Basas New Simple Life - Low Top - Black,320.000 VND,"['https://ananas.vn/wp-content/uploads/stu_basas_A61000_3.jpg', 'https://ananas.vn/wp-content/uploads/stu_basas_A61000_2.jpg', 'https://ananas.vn/wp-content/uploads/stu_basas_A61000_5.jpg', 'https://ananas.vn/wp-content/uploads/stu_basas_A61000_1.jpg', 'https://ananas.vn/wp-content/uploads/stu_basas_A61000_4.jpg']",2022-08-02 15:41:15.756047,,,,,,,
