shop_name,stylebox_shop_id,shop_url,scrap_day,name,product-link,price,Sale_price,size,description,comments,pic1,pic2,pic3,pic4,pic5,pic6,pic7,pic8,pic9,pic10,pic11,pic12,pic13,pic14,pic15,pic16,pic17,pic18,pic19,pic20,pic21,pic22,pic23,pic24,pic25,pic26,pic27,pic28,pic29,pic30,pic31,pic32,pic33,pic34,pic35,pic36,pic37,pic38,pic39,pic40,pic41,pic42,pic43,pic44,pic45,pic46,pic47
07/28/2022 14:11:40,https://gemclothing.vn,2,gemclothing,"<h1 class=""title"">
         VELVET NUDE DRESS
        </h1>",https://gemclothing.vn/san-pham/velvet-nude-dress/,610.000 ₫,,['\n                 FREESIZE\n                '],,,,https://gemclothing.vn/wp-content/uploads/2022/07/87726ca30afec8a091ef.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/53474b8b2dd6ef88b6c7.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/63f004386265a03bf974.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/cf8e4560233de163b82c.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/bde05d373b6af934a07b.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/591911df7782b5dcec93.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/7b6767a201ffc3a19aee.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/3b3f4cd32a8ee8d0b19f.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/d4f1cf23a97e6b20326f.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/81afe072862f44711d3e.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/0de41e3a7867ba39e376.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/e6856f46091bcb45920a.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/a683ab59cd040f5a5615.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/2bbcac65ca3808665129.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/b4ff1031766cb432ed7d.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/eba48814ee492c177558.jpg
07/28/2022 14:11:40,https://gemclothing.vn,2,gemclothing,"<h1 class=""title"">
         VELVET YELLOW DRESS
        </h1>",https://gemclothing.vn/san-pham/velvet-yellow-dress/,610.000 ₫,,['\n                 FREESIZE\n                '],,,,https://gemclothing.vn/wp-content/uploads/2022/07/ed632f020078c3269a69.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/a4ee799656ec95b2ccfd.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/d5c4e285cdff0ea157ee.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/6826ed61c21b0145580a.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/b103394b1631d56f8c20.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/316d097b2601e55fbc10.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/76e78abca5c666983fd7.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/18de60dd4fa78cf9d5b6.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/89addce1f39b30c5698a.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/e74434431b39d8678128.jpg
07/28/2022 14:11:40,https://gemclothing.vn,2,gemclothing,"<h1 class=""title"">
         JULY DRESS
        </h1>",https://gemclothing.vn/san-pham/july-dress/,670.000 ₫,,"['\n                 S\n                ', '\n                 M\n                ']",,,,https://gemclothing.vn/wp-content/uploads/2022/07/3b3ce246dfb11cef45a0.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/d57818832574e62abf65.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/9744ddbce04b23157a5a.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/b8256988557f9621cf6e.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/z3541118746157_1d247093e675f8695d56b4657ea4fa7f.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/40e331db0c2ccf72963d.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/acda84d7b9207a7e2331.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/8428523b6fccac92f5dd.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/a523375e0aa9c9f790b8.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/fb6ab1a98c5e4f00164f.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/f3410e873370f02ea961.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/5b0ab8fa850d46531f1c.jpg
07/28/2022 14:11:40,https://gemclothing.vn,2,gemclothing,"<h1 class=""title"">
         SWAN DRESS
        </h1>",https://gemclothing.vn/san-pham/swan-dress/,610.000 ₫,,['\n                 FREESIZE\n                '],,,,https://gemclothing.vn/wp-content/uploads/2022/07/53ef6d865f719c2fc560.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/7bc617a9255ee600bf4f.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/f767b72485d3468d1fc2.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/b1f6cfaffd583e066749.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/6f9fcdfbff0c3c52651d.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/ca683fcf0a38c9669029.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/2cf7e881da7619284067.jpg,https://gemclothing.vn/wp-content/uploads/2022/07/4cf4c356f6a135ff6cb0.jpg
07/28/2022 14:11:40,https://gemclothing.vn,2,gemclothing,"<h1 class=""title"">
         CERI TOP
